sku;name;short_description;description;category_id;category;subcategory_id;subcategory;tags;brand;manufacturer;country_of_origin;price_net;price_gross;vat_rate;currency;voltage_v;current_a;power_w;ip_rating;mounting;modules_din;color;material;operating_temp_min_c;operating_temp_max_c;certificates
IV-062-06742;Złączka śrubowa WEIDMULLER WL-6742Z 0.5-6mm² fazowy;Złączka śrubowa 0.5-6 mm², fazowy.;Złączka śrubowa szynowa do przewodów 0.5-6 mm². Funkcja: fazowy. Napięcie znamionowe 690 V, prąd znamionowy 25 A. Materiał: termoplast, kolor: żółto-zielony.;6;Złączki i zaciski przewodowe;62;Śrubowe;złączka, śrubowa, TS35, szyna;WEIDMULLER;Weidmüller GmbH;DE;4,98;6,13;23;PLN;690;25;;IP20;szyna DIN;;żółto-zielony;termoplast;-40;100;CE, IEC, UL
IV-063-06755;Listwa zaciskowa OSPEL OP-6755L 4 torów N;Listwa 4 tor. N.;Listwa zaciskowa 4-torowa, funkcja N. Napięcie znamionowe 400 V, prąd znamionowy 63 A. Montaż szyna DIN, kolor szary.;6;Złączki i zaciski przewodowe;63;Listwy zaciskowe;listwa zaciskowa, N, PE, rozdzielnia;OSPEL;OSPEL S.A.;PL;21,95;27,00;23;PLN;400;63;;IP20;szyna DIN;2;szary;poliamid;-25;80;CE, RoHS, EMC
IV-063-06907;Listwa N/PE MAKEL MK-6907G 7 torów N;Listwa 7 tor. N.;Listwa zaciskowa 7-torowa, funkcja N. Napięcie znamionowe 690 V, prąd znamionowy 100 A. Montaż tablica, kolor szary.;6;Złączki i zaciski przewodowe;63;Listwy zaciskowe;listwa zaciskowa, N, PE, rozdzielnia;MAKEL;Makel Elektrik;TR;21,00;25,83;23;PLN;690;100;;IP20;tablica;;szary;poliamid;-25;80;CE, RoHS, EMC
IV-063-06787;Mostek listwy PAWBOL PW-6787S 19 torów N+PE;Listwa 19 tor. N+PE.;Listwa zaciskowa 19-torowa, funkcja N+PE. Napięcie znamionowe 400 V, prąd znamionowy 100 A. Montaż tablica, kolor żółto-zielony.;6;Złączki i zaciski przewodowe;63;Listwy zaciskowe;listwa zaciskowa, N, PE, rozdzielnia;PAWBOL;PAWBOL Sp. z o.o.;PL;24,51;30,15;23;PLN;400;100;;IP20;tablica;2;żółto-zielony;miedź + poliamid;-25;80;CE, RoHS, EMC
IV-063-06869;Listwa N/PE WEIDMULLER WL-6869P 15 torów PE;Listwa 15 tor. PE.;Listwa zaciskowa 15-torowa, funkcja PE. Napięcie znamionowe 690 V, prąd znamionowy 40 A. Montaż szyna DIN, kolor niebieski.;6;Złączki i zaciski przewodowe;63;Listwy zaciskowe;listwa zaciskowa, N, PE, rozdzielnia;WEIDMULLER;Weidmüller GmbH;DE;32,27;39,69;23;PLN;690;40;;IP20;szyna DIN;;niebieski;miedź + poliamid;-25;80;CE
IV-065-07362;Kostka elektryczna TRACON TC-7362G 6-tor. 4-10mm²;Kostka 6-tor., 4-10 mm².;Kostka elektryczna 6-torowa, dla przewodów 4-10 mm². Napięcie 400 V, prąd 4 A. Materiał: polipropylen, kolor: biały.;6;Złączki i zaciski przewodowe;65;Kostki elektryczne;kostka, łącznik, instalacja;TRACON;Tracon Electric;HU;1,52;1,87;23;PLN;400;4;;IP20;dowolny;;biały;polipropylen;-20;100;CE, RoHS, EMC
IV-065-07385;Łącznik gwintowy WEIDMULLER WL-7385Z 3-tor. 1.5-4mm²;Kostka 3-tor., 1.5-4 mm².;Kostka elektryczna 3-torowa, dla przewodów 1.5-4 mm². Napięcie 400 V, prąd 4 A. Materiał: porcelana, kolor: biały.;6;Złączki i zaciski przewodowe;65;Kostki elektryczne;kostka, łącznik, instalacja;WEIDMULLER;Weidmüller GmbH;DE;2,89;3,55;23;PLN;400;4;;IP20;dowolny;;biały;porcelana;-20;100;CE, RoHS, EMC
IV-065-07492;Łącznik gwintowy TRACON TC-7492S 12-tor. 4-10mm²;Kostka 12-tor., 4-10 mm².;Kostka elektryczna 12-torowa, dla przewodów 4-10 mm². Napięcie 400 V, prąd 4 A. Materiał: polipropylen, kolor: biały.;6;Złączki i zaciski przewodowe;65;Kostki elektryczne;kostka, łącznik, instalacja;TRACON;Tracon Electric;HU;1,63;2,00;23;PLN;400;4;;IP20;puszka instalacyjna;;biały;polipropylen;-15;75;CE
IV-071-07701;Zasilacz impulsowy ORNO OR-7701G 5V/2A;Zasilacz 5V/2A, 12 W.;Zasilacz impulsowy 5 V DC / 2 A, moc 12 W. Sprawność 88%. Wejście 230 V AC. Zabezpieczenia: zwarciowe, termiczne, przeciążeniowe. Stopień ochrony IP30.;7;Zasilacze;71;Impulsowe;zasilacz, impulsowy, SMPS, DC;ORNO;ORNO Sp. z o.o.;PL;47,40;58,30;23;PLN;230;;12;IP30;szyna DIN;4;czarny;aluminium;-20;60;CE, EMC, RoHS
IV-071-07558;Zasilacz SMPS TRACON TC-7558C 12V/1A;Zasilacz 12V/1A, 350 W.;Zasilacz impulsowy 12 V DC / 1 A, moc 350 W. Sprawność 88%. Wejście 230 V AC. Zabezpieczenia: zwarciowe, termiczne, przeciążeniowe. Stopień ochrony IP67.;7;Zasilacze;71;Impulsowe;zasilacz, impulsowy, SMPS, DC;TRACON;Tracon Electric;HU;53,38;65,66;23;PLN;230;;350;IP67;natynkowy;6;biały;aluminium;-20;60;CE, EMC
IV-071-07714;Zasilacz impulsowy BREVE BR-7714T 12V/2A;Zasilacz 12V/2A, 350 W.;Zasilacz impulsowy 12 V DC / 2 A, moc 350 W. Sprawność 92%. Wejście 230 V AC. Zabezpieczenia: zwarciowe, termiczne, przeciążeniowe. Stopień ochrony IP20.;7;Zasilacze;71;Impulsowe;zasilacz, impulsowy, SMPS, DC;BREVE;BREVE Tufvassons;PL;75,32;92,64;23;PLN;230;;350;IP20;natynkowy;6;biały;metal lakierowany;-20;60;CE, EMC
IV-071-07612;Zasilacz LED ELTIM ET-7612T 48V/2A;Zasilacz 48V/2A, 24 W.;Zasilacz impulsowy 48 V DC / 2 A, moc 24 W. Sprawność 85%. Wejście 230 V AC. Zabezpieczenia: zwarciowe, termiczne, przeciążeniowe. Stopień ochrony IP67.;7;Zasilacze;71;Impulsowe;zasilacz, impulsowy, SMPS, DC;ELTIM;ELTIM Sp. z o.o.;PL;66,14;81,35;23;PLN;230;;24;IP67;puszka;;czarny;metal lakierowany;-20;60;CE, EMC, RoHS
IV-073-08203;Przetwornica napięcia BREVE BR-8203M 18-36V→3.3V 50W;DC/DC 18-36V→3.3V, 50 W.;Konwerter DC/DC: wejście 18-36 V, wyjście 3.3 V, moc 50 W. Wersja nieizolowany. Sprawność do 92%. Stopień ochrony IP20, zakres temperatur -40–75°C.;7;Zasilacze;73;Konwertery DC/DC;konwerter, DC/DC, przetwornica;BREVE;BREVE Tufvassons;PL;91,15;112,11;23;PLN;24;;50;IP20;PCB;;czarny;aluminium;-40;75;CE
IV-073-08109;Przetwornica napięcia F&F FF-8109A 9-18V→24V 5W;DC/DC 9-18V→24V, 5 W.;Konwerter DC/DC: wejście 9-18 V, wyjście 24 V, moc 5 W. Wersja izolowany. Sprawność do 92%. Stopień ochrony IP20, zakres temperatur -40–75°C.;7;Zasilacze;73;Konwertery DC/DC;konwerter, DC/DC, przetwornica;F&F;F&F Filipowski sp.j.;PL;79,82;98,18;23;PLN;12;;5;IP20;natynkowy;1;szary;metal lakierowany;-40;75;CE, RoHS, EMC
IV-073-08198;Konwerter DC/DC ORNO OR-8198M 9-18V→24V 200W;DC/DC 9-18V→24V, 200 W.;Konwerter DC/DC: wejście 9-18 V, wyjście 24 V, moc 200 W. Wersja izolowany. Sprawność do 92%. Stopień ochrony IP65, zakres temperatur -25–70°C.;7;Zasilacze;73;Konwertery DC/DC;konwerter, DC/DC, przetwornica;ORNO;ORNO Sp. z o.o.;PL;89,77;110,42;23;PLN;12;;200;IP65;szyna DIN;2;szary;aluminium;-25;70;CE, RoHS
IV-074-08291;AVR BREVE BR-8291M 2000VA;Stabilizator 2000 VA, ±5%.;Stabilizator napięcia AVR serwo, moc 2000 VA. Wejście 140-260 V AC, dokładność wyjścia ±5%. Zabezpieczenia: zwarciowe, przepięciowe, termiczne. Idealny do urządzeń wrażliwych na wahania napięcia.;7;Zasilacze;74;Stabilizatory;stabilizator, AVR, regulator napięcia;BREVE;BREVE Tufvassons;PL;1602,08;1970,56;23;PLN;230;;2000;IP20;naścienny;;biały;metal lakierowany;-10;50;CE, RoHS
IV-074-08493;AVR ELTIM ET-8493R 3000VA;Stabilizator 3000 VA, ±3%.;Stabilizator napięcia AVR przekaźnikowy, moc 3000 VA. Wejście 160-280 V AC, dokładność wyjścia ±3%. Zabezpieczenia: zwarciowe, przepięciowe, termiczne. Idealny do urządzeń wrażliwych na wahania napięcia.;7;Zasilacze;74;Stabilizatory;stabilizator, AVR, regulator napięcia;ELTIM;ELTIM Sp. z o.o.;PL;1620,31;1992,98;23;PLN;230;;3000;IP20;naścienny;;szary;metal lakierowany;0;40;CE, RoHS, EMC
IV-074-08369;Stabilizator napięcia ORNO OR-8369S 3000VA;Stabilizator 3000 VA, ±3%.;Stabilizator napięcia AVR przekaźnikowy, moc 3000 VA. Wejście 160-280 V AC, dokładność wyjścia ±3%. Zabezpieczenia: zwarciowe, przepięciowe, termiczne. Idealny do urządzeń wrażliwych na wahania napięcia.;7;Zasilacze;74;Stabilizatory;stabilizator, AVR, regulator napięcia;ORNO;ORNO Sp. z o.o.;PL;1700,56;2091,69;23;PLN;230;;3000;IP20;naścienny;;biały;metal lakierowany;0;40;CE, RoHS, EMC
IV-075-08742;izolacyjny TRACON TC-8742L 230/8V 250VA;Transformator 230/8V, 250 VA.;Transformator izolacyjny z uzwojenia pierwotnego 230 V na wtórne 8 V, moc 250 VA. Sprawność do 95%. Stosowany w instalacjach przemysłowych i automatyce.;7;Zasilacze;75;Transformatory;transformator, separacyjny, toroidalny;TRACON;Tracon Electric;HU;249,11;306,41;23;PLN;230;;250;IP30;natynkowy;4;szary;rdzeń żelazny + uzwojenie miedziane;-10;70;CE
IV-075-08652;toroidalny ELTIM ET-8652N 400/48V 100VA;Transformator 400/48V, 100 VA.;Transformator toroidalny z uzwojenia pierwotnego 400 V na wtórne 48 V, moc 100 VA. Sprawność do 95%. Stosowany w instalacjach przemysłowych i automatyce.;7;Zasilacze;75;Transformatory;transformator, separacyjny, toroidalny;ELTIM;ELTIM Sp. z o.o.;PL;272,09;334,67;23;PLN;400;;100;IP30;wolnostojący;4;czarny;rdzeń żelazny + uzwojenie miedziane;-10;70;CE
IV-075-08601;toroidalny MEAN WELL MW-8601P 400/24V 2000VA;Transformator 400/24V, 2000 VA.;Transformator toroidalny z uzwojenia pierwotnego 400 V na wtórne 24 V, moc 2000 VA. Sprawność do 95%. Stosowany w instalacjach przemysłowych i automatyce.;7;Zasilacze;75;Transformatory;transformator, separacyjny, toroidalny;MEAN WELL;Mean Well Enterprises;TW;635,23;781,33;23;PLN;400;;2000;IP20;natynkowy;2;szary;metal;-10;70;CE
IV-081-08991;Frezarka do bruzd MILWAUKEE ML-8991A 1300W 125mm;Bruzdownica 1300 W, 125 mm.;Bruzdownica elektryczna o mocy 1300 W, tarcze diamentowe 125 mm. Maks. głębokość bruzdy 30 mm, szerokość 25 mm. Odsysanie pyłu, zabezpieczenie przed przeciążeniem. Idealna do instalacji elektrycznych w betonie i cegle.;8;Narzędzia elektryczne;81;Bruzdownice;bruzdownica, elektronarzędzie, frezowanie, instalacja;MILWAUKEE;Milwaukee Electric Tool;US;2487,67;3059,83;23;PLN;230;;1300;;ręczny;;zielony;obudowa ABS gumowana;0;40;CE, RoHS, EMC
IV-081-08963;Frezarka do bruzd FLUKE FK-8963R 2000W 150mm;Bruzdownica 2000 W, 150 mm.;Bruzdownica elektryczna o mocy 2000 W, tarcze diamentowe 150 mm. Maks. głębokość bruzdy 40 mm, szerokość 35 mm. Odsysanie pyłu, zabezpieczenie przed przeciążeniem. Idealna do instalacji elektrycznych w betonie i cegle.;8;Narzędzia elektryczne;81;Bruzdownice;bruzdownica, elektronarzędzie, frezowanie, instalacja;FLUKE;Fluke Corporation;US;4273,93;5256,93;23;PLN;230;;2000;;ręczny;;czarny;tworzywo + metal;0;40;CE, RoHS, EMC
IV-081-08803;Frezarka do bruzd METABO MT-8803F 1700W 125mm;Bruzdownica 1700 W, 125 mm.;Bruzdownica elektryczna o mocy 1700 W, tarcze diamentowe 125 mm. Maks. głębokość bruzdy 40 mm, szerokość 19 mm. Odsysanie pyłu, zabezpieczenie przed przeciążeniem. Idealna do instalacji elektrycznych w betonie i cegle.;8;Narzędzia elektryczne;81;Bruzdownice;bruzdownica, elektronarzędzie, frezowanie, instalacja;METABO;Metabo GmbH;DE;2812,96;3459,94;23;PLN;230;;1700;;ręczny;;czerwony;obudowa magnezowa;0;40;CE
IV-081-08946;Bruzdownica elektryczna BOSCH BO-8946F 1300W 180mm;Bruzdownica 1300 W, 180 mm.;Bruzdownica elektryczna o mocy 1300 W, tarcze diamentowe 180 mm. Maks. głębokość bruzdy 30 mm, szerokość 19 mm. Odsysanie pyłu, zabezpieczenie przed przeciążeniem. Idealna do instalacji elektrycznych w betonie i cegle.;8;Narzędzia elektryczne;81;Bruzdownice;bruzdownica, elektronarzędzie, frezowanie, instalacja;BOSCH;Robert Bosch GmbH;DE;2412,11;2966,90;23;PLN;230;;1300;;ręczny;;niebieski;tworzywo + metal;0;40;CE, RoHS, EMC
IV-082-09216;Wiertarka udarowa UNI-T UT-9216C 50Nm;Wiertarko-wkrętarka 50 Nm, 12 V.;Wiertarko-wkrętarka 12 V, moment obrotowy 50 Nm, uchwyt 13 mm. Akumulator 12 V (lub zasilanie sieciowe). Funkcja udaru, regulacja prędkości obrotów. Moc 350 W.;8;Narzędzia elektryczne;82;Wiertarki/wkrętarki;wiertarka, wkrętarka, akumulatorowa, elektronarzędzie;UNI-T;Uni-Trend Technology;CN;501,72;617,12;23;PLN;12;;350;;ręczny;;czerwony;tworzywo + metal;-10;50;CE
IV-082-09236;Wiertarka udarowa BOSCH BO-9236E 180Nm;Wiertarko-wkrętarka 180 Nm, 18 V.;Wiertarko-wkrętarka 18 V, moment obrotowy 180 Nm, uchwyt 10 mm. Akumulator 0 V (lub zasilanie sieciowe). Funkcja udaru, regulacja prędkości obrotów. Moc 350 W.;8;Narzędzia elektryczne;82;Wiertarki/wkrętarki;wiertarka, wkrętarka, akumulatorowa, elektronarzędzie;BOSCH;Robert Bosch GmbH;DE;749,03;921,31;23;PLN;18;;350;;ręczny;;czerwony;obudowa ABS gumowana;-10;50;CE, RoHS
IV-082-09108;Wiertarka udarowa MILWAUKEE ML-9108D 25Nm;Wiertarko-wkrętarka 25 Nm, 230 V.;Wiertarko-wkrętarka 230 V, moment obrotowy 25 Nm, uchwyt 10 mm. Akumulator 12 V (lub zasilanie sieciowe). Funkcja udaru, regulacja prędkości obrotów. Moc 700 W.;8;Narzędzia elektryczne;82;Wiertarki/wkrętarki;wiertarka, wkrętarka, akumulatorowa, elektronarzędzie;MILWAUKEE;Milwaukee Electric Tool;US;865,44;1064,49;23;PLN;230;;700;;ręczny;;zielony;tworzywo + metal;-10;50;CE
IV-083-09432;Miernik instalacji EXTOL EX-9432D CAT CE, CAT II 600V;Miernik DCV/ACV/Ω/A/μF/Hz/temp, True RMS: nie.;Miernik cyfrowy z funkcjami: DCV/ACV/Ω/A/μF/Hz/temp. True RMS: nie. Maksymalne napięcie pomiarowe 750 V. Kategoria pomiarowa CE, CAT II 600V. Bateria 3 V.;8;Narzędzia elektryczne;83;Mierniki;multimetr, miernik, pomiary;EXTOL;Madal Bal a.s.;CZ;278,07;342,03;23;PLN;3;;;IP54;ręczny;;żółty;obudowa ABS gumowana;-10;50;CE, CAT II 600V
IV-083-09382;Miernik napięcia EXTOL EX-9382Z CAT CE, CAT IV 600V;Miernik DCV/ACV/Ω, True RMS: nie.;Miernik cyfrowy z funkcjami: DCV/ACV/Ω. True RMS: nie. Maksymalne napięcie pomiarowe 600 V. Kategoria pomiarowa CE, CAT IV 600V. Bateria 12 V.;8;Narzędzia elektryczne;83;Mierniki;multimetr, miernik, pomiary;EXTOL;Madal Bal a.s.;CZ;240,31;295,58;23;PLN;12;;;IP30;ręczny;;czarny;obudowa magnezowa;0;40;CE, CAT IV 600V
IV-083-09350;Miernik instalacji DEWALT DW-9350S CAT CE, CAT II 600V;Miernik DCV/ACV/Ω/A, True RMS: nie.;Miernik cyfrowy z funkcjami: DCV/ACV/Ω/A. True RMS: nie. Maksymalne napięcie pomiarowe 750 V. Kategoria pomiarowa CE, CAT II 600V. Bateria 9 V.;8;Narzędzia elektryczne;83;Mierniki;multimetr, miernik, pomiary;DEWALT;DeWalt (Stanley Black & Decker);US;396,82;488,09;23;PLN;9;;;IP54;ręczny;;czarny;tworzywo + metal;-10;50;CE, CAT II 600V
IV-083-09438;Miernik cęgowy FELO FL-9438H CAT CE, CAT II 600V;Miernik DCV/ACV/Ω, True RMS: nie.;Miernik cyfrowy z funkcjami: DCV/ACV/Ω. True RMS: nie. Maksymalne napięcie pomiarowe 1000 V. Kategoria pomiarowa CE, CAT II 600V. Bateria 12 V.;8;Narzędzia elektryczne;83;Mierniki;multimetr, miernik, pomiary;FELO;Felo Werkzeugfabrik;DE;397,29;488,67;23;PLN;12;;;IP54;ręczny;;czarny;obudowa ABS gumowana;0;40;CE, CAT II 600V
IV-085-09753;Tarcza diamentowa DEWALT DW-9753G ⌀125mm;brzeszczot do drewna ⌀125 mm.;Akcesorium tnące — brzeszczot do drewna, średnica 125 mm, długość 200 mm. Materiał: stal HSS. Do zastosowań w drewnie, metalu i materiałach budowlanych.;8;Narzędzia elektryczne;85;Akcesoria tnące;tarcza, wiertło, brzeszczot, akcesoria;DEWALT;DeWalt (Stanley Black & Decker);US;39,38;48,44;23;PLN;;;;;wymienne;;żółty;stal HSS;-20;80;CE, RoHS
IV-085-09924;Wiertło SDS-Plus METABO MT-9924K ⌀8mm;wiertło SDS-Plus ⌀8 mm.;Akcesorium tnące — wiertło SDS-Plus, średnica 8 mm, długość 100 mm. Materiał: stal HSS. Do zastosowań w drewnie, metalu i materiałach budowlanych.;8;Narzędzia elektryczne;85;Akcesoria tnące;tarcza, wiertło, brzeszczot, akcesoria;METABO;Metabo GmbH;DE;38,83;47,76;23;PLN;;;;;wymienne;;srebrny;stal HSS;-20;80;CE
IV-085-09988;Wiertło SDS-Plus EXTOL EX-9988C ⌀10mm;brzeszczot do metalu ⌀10 mm.;Akcesorium tnące — brzeszczot do metalu, średnica 10 mm, długość 300 mm. Materiał: diament. Do zastosowań w drewnie, metalu i materiałach budowlanych.;8;Narzędzia elektryczne;85;Akcesoria tnące;tarcza, wiertło, brzeszczot, akcesoria;EXTOL;Madal Bal a.s.;CZ;21,01;25,84;23;PLN;;;;;wymienne;;żółty;diament;-20;80;CE, RoHS, EMC
